<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.08.15	20:00:00	1.33915	1.33998	1.33893	1.33975	2640	0	6
2014.08.18	00:00:00	1.33913	1.33955	1.33872	1.33942	3182	0	6
2014.08.18	04:00:00	1.33941	1.33988	1.33902	1.33909	2393	0	6
2014.08.18	08:00:00	1.33908	1.33938	1.33811	1.33933	6271	0	6
2014.08.18	12:00:00	1.33934	1.33944	1.33643	1.33657	6768	0	6
2014.08.18	16:00:00	1.33660	1.33698	1.33526	1.33658	8235	0	6
2014.08.18	20:00:00	1.33658	1.33658	1.33593	1.33611	2374	0	6
2014.08.19	00:00:00	1.33611	1.33627	1.33532	1.33584	2330	0	6
2014.08.19	04:00:00	1.33584	1.33585	1.33549	1.33553	2084	0	6
2014.08.19	08:00:00	1.33553	1.33571	1.33430	1.33458	10396	0	6
2014.08.19	12:00:00	1.33458	1.33567	1.33137	1.33147	14142	0	6
2014.08.19	16:00:00	1.33148	1.33243	1.33129	1.33170	8508	0	6
2014.08.19	20:00:00	1.33169	1.33228	1.33157	1.33174	2783	0	6
2014.08.20	00:00:00	1.33174	1.33240	1.33151	1.33155	3075	0	6
2014.08.20	04:00:00	1.33155	1.33160	1.33005	1.33007	4735	0	6
2014.08.20	08:00:00	1.33005	1.33077	1.32829	1.32833	11636	0	6
2014.08.20	12:00:00	1.32833	1.32933	1.32746	1.32876	10625	0	6
2014.08.20	16:00:00	1.32875	1.32971	1.32808	1.32889	8143	0	6
2014.08.20	20:00:00	1.32890	1.32891	1.32550	1.32576	9347	0	6
2014.08.21	00:00:00	1.32575	1.32600	1.32417	1.32487	3586	0	6
2014.08.21	04:00:00	1.32486	1.32511	1.32420	1.32481	3851	0	6
2014.08.21	08:00:00	1.32482	1.32774	1.32458	1.32655	11190	0	6
2014.08.21	12:00:00	1.32655	1.32738	1.32554	1.32687	8380	0	6
2014.08.21	16:00:00	1.32688	1.32881	1.32616	1.32808	8989	0	6
2014.08.21	20:00:00	1.32810	1.32831	1.32772	1.32819	2074	0	6
2014.08.22	00:00:00	1.32817	1.32817	1.32734	1.32768	1895	0	6
2014.08.22	04:00:00	1.32767	1.32920	1.32761	1.32888	3959	0	6
2014.08.22	08:00:00	1.32888	1.32963	1.32703	1.32764	7717	0	6
2014.08.22	12:00:00	1.32764	1.32775	1.32573	1.32676	8091	0	2
2014.08.22	16:00:00	1.32675	1.32848	1.32204	1.32375	16282	0	6
2014.08.22	20:00:00	1.32377	1.32611	1.32252	1.32381	5013	0	6
2014.08.25	00:00:00	1.31914	1.32058	1.31889	1.31996	5626	0	6
2014.08.25	04:00:00	1.32001	1.32076	1.31993	1.32043	3201	0	6
2014.08.25	08:00:00	1.32044	1.32076	1.31834	1.32025	7716	0	3
2014.08.25	12:00:00	1.32025	1.32100	1.31892	1.31954	6778	0	6
2014.08.25	16:00:00	1.31953	1.32059	1.31926	1.31932	5036	0	6
2014.08.25	20:00:00	1.31933	1.31963	1.31902	1.31903	1962	0	6
2014.08.26	00:00:00	1.31904	1.32002	1.31785	1.31986	3522	0	6
2014.08.26	04:00:00	1.31986	1.32076	1.31965	1.32032	3363	0	6
2014.08.26	08:00:00	1.32032	1.32144	1.31892	1.32047	8868	0	6
2014.08.26	12:00:00	1.32046	1.32090	1.31857	1.31978	10811	0	6
2014.08.26	16:00:00	1.31976	1.32082	1.31644	1.31675	9853	0	6
2014.08.26	20:00:00	1.31676	1.31772	1.31662	1.31682	3401	0	6
2014.08.27	00:00:00	1.31681	1.31705	1.31523	1.31625	4125	0	6
2014.08.27	04:00:00	1.31627	1.31675	1.31562	1.31648	4516	0	6
2014.08.27	08:00:00	1.31648	1.31885	1.31605	1.31818	10166	0	6
2014.08.27	12:00:00	1.31820	1.31875	1.31682	1.31738	9355	0	6
2014.08.27	16:00:00	1.31739	1.32094	1.31679	1.31988	12626	0	6
2014.08.27	20:00:00	1.31988	1.31994	1.31913	1.31935	3593	0	6
2014.08.28	00:00:00	1.31934	1.32157	1.31882	1.32148	4569	0	6
2014.08.28	04:00:00	1.32148	1.32172	1.32044	1.32051	3538	0	6
2014.08.28	08:00:00	1.32051	1.32204	1.31859	1.31859	11062	0	6
2014.08.28	12:00:00	1.31858	1.31908	1.31596	1.31706	11816	0	2
2014.08.28	16:00:00	1.31715	1.31839	1.31617	1.31786	4557	0	1
2014.08.28	20:00:00	1.31785	1.31854	1.31784	1.31838	1490	0	2
2014.08.29	00:00:00	1.31837	1.31858	1.31784	1.31822	1588	0	1
2014.08.29	04:00:00	1.31821	1.31833	1.31735	1.31755	1635	0	1
2014.08.29	08:00:00	1.31753	1.31947	1.31601	1.31767	6055	0	1
2014.08.29	12:00:00	1.31771	1.31960	1.31711	1.31752	6038	0	3
2014.08.29	16:00:00	1.31752	1.31893	1.31360	1.31425	11399	0	3
2014.08.29	20:00:00	1.31425	1.31431	1.31323	1.31323	3092	0	5
2014.09.01	00:00:00	1.31292	1.31345	1.31236	1.31248	2583	0	6
2014.09.01	04:00:00	1.31248	1.31292	1.31188	1.31267	3325	0	6
2014.09.01	08:00:00	1.31267	1.31451	1.31233	1.31383	8943	0	6
2014.09.01	12:00:00	1.31382	1.31407	1.31312	1.31340	5277	0	6
2014.09.01	16:00:00	1.31342	1.31371	1.31270	1.31287	3260	0	6
2014.09.01	20:00:00	1.31285	1.31305	1.31265	1.31273	1424	0	6
2014.09.02	00:00:00	1.31271	1.31328	1.31167	1.31188	3571	0	6
2014.09.02	04:00:00	1.31189	1.31247	1.31142	1.31209	4398	0	6
2014.09.02	08:00:00	1.31209	1.31365	1.31098	1.31116	10683	0	6
2014.09.02	12:00:00	1.31116	1.31273	1.31099	1.31253	8023	0	6
2014.09.02	16:00:00	1.31240	1.31337	1.31145	1.31289	9262	0	6
2014.09.02	20:00:00	1.31291	1.31342	1.31220	1.31326	2694	0	6
2014.09.03	00:00:00	1.31323	1.31346	1.31281	1.31300	3057	0	6
2014.09.03	04:00:00	1.31302	1.31349	1.31219	1.31295	4083	0	6
2014.09.03	08:00:00	1.31295	1.31565	1.31257	1.31411	14185	0	1
2014.09.03	12:00:00	1.31410	1.31600	1.31405	1.31451	8468	0	1
2014.09.03	16:00:00	1.31452	1.31502	1.31326	1.31363	6276	0	1
2014.09.03	20:00:00	1.31362	1.31522	1.31354	1.31487	3023	0	1
2014.09.04	00:00:00	1.31488	1.31538	1.31433	1.31440	2183	0	1
2014.09.04	04:00:00	1.31441	1.31497	1.31432	1.31467	1988	0	1
2014.09.04	08:00:00	1.31467	1.31540	1.31364	1.31453	5886	0	1
2014.09.04	12:00:00	1.31452	1.31462	1.29954	1.30121	27344	0	1
2014.09.04	16:00:00	1.30123	1.30150	1.29201	1.29520	16154	0	1
2014.09.04	20:00:00	1.29520	1.29567	1.29354	1.29357	5412	0	1
2014.09.05	00:00:00	1.29357	1.29405	1.29221	1.29369	5109	0	1
2014.09.05	04:00:00	1.29368	1.29388	1.29303	1.29360	3003	0	1
2014.09.05	08:00:00	1.29359	1.29578	1.29332	1.29548	9310	0	1
2014.09.05	12:00:00	1.29548	1.29883	1.29433	1.29705	17025	0	1
2014.09.05	16:00:00	1.29707	1.29811	1.29447	1.29552	10545	0	1
2014.09.05	20:00:00	1.29551	1.29606	1.29496	1.29510	3597	0	1
2014.09.08	00:00:00	1.29531	1.29590	1.29490	1.29549	5212	0	1
2014.09.08	04:00:00	1.29551	1.29563	1.29316	1.29373	5363	0	1
2014.09.08	08:00:00	1.29373	1.29512	1.29312	1.29457	12837	0	1
2014.09.08	12:00:00	1.29457	1.29572	1.29341	1.29395	11884	0	1
2014.09.08	16:00:00	1.29396	1.29511	1.28811	1.29074	14373	0	1
2014.09.08	20:00:00	1.29073	1.29090	1.28918	1.29001	7112	0	1
2014.09.09	00:00:00	1.29000	1.29004	1.28892	1.28927	6157	0	1
2014.09.09	04:00:00	1.28928	1.28974	1.28667	1.28835	9728	0	1
2014.09.09	08:00:00	1.28833	1.28949	1.28594	1.28854	14713	0	1
2014.09.09	12:00:00	1.28852	1.29087	1.28734	1.28822	14120	0	1
2014.09.09	16:00:00	1.28821	1.29272	1.28820	1.29156	12911	0	1
2014.09.09	20:00:00	1.29155	1.29574	1.29142	1.29404	8770	0	1
2014.09.10	00:00:00	1.29403	1.29519	1.29343	1.29398	6192	0	1
2014.09.10	04:00:00	1.29397	1.29405	1.29225	1.29284	7620	0	1
2014.09.10	08:00:00	1.29282	1.29628	1.29240	1.29459	16906	0	1
2014.09.10	12:00:00	1.29460	1.29540	1.28965	1.29267	12659	0	1
2014.09.10	16:00:00	1.29266	1.29330	1.28833	1.29070	9908	0	1
2014.09.10	20:00:00	1.29068	1.29186	1.29017	1.29157	4871	0	3
2014.09.11	00:00:00	1.29157	1.29242	1.29094	1.29106	3855	0	3
2014.09.11	04:00:00	1.29100	1.29160	1.29017	1.29050	4181	0	3
2014.09.11	08:00:00	1.29049	1.29394	1.28966	1.29215	8771	0	1
2014.09.11	12:00:00	1.29218	1.29516	1.29112	1.29318	12407	0	1
2014.09.11	16:00:00	1.29317	1.29515	1.29190	1.29264	17972	0	1
2014.09.11	20:00:00	1.29263	1.29355	1.29153	1.29233	7076	0	1
2014.09.12	00:00:00	1.29231	1.29262	1.29144	1.29207	5626	0	1
2014.09.12	04:00:00	1.29206	1.29254	1.29146	1.29245	6167	0	1
2014.09.12	08:00:00	1.29244	1.29331	1.29165	1.29234	11576	0	1
2014.09.12	12:00:00	1.29233	1.29561	1.29089	1.29262	16788	0	1
2014.09.12	16:00:00	1.29265	1.29791	1.29264	1.29531	14755	0	1
2014.09.12	20:00:00	1.29527	1.29643	1.29410	1.29643	5467	0	1
2014.09.15	00:00:00	1.29679	1.29694	1.29501	1.29652	5250	0	1
2014.09.15	04:00:00	1.29652	1.29693	1.29531	1.29619	5783	0	1
2014.09.15	08:00:00	1.29617	1.29618	1.29159	1.29235	12031	0	1
2014.09.15	12:00:00	1.29234	1.29476	1.29088	1.29472	11787	0	1
2014.09.15	16:00:00	1.29470	1.29513	1.29292	1.29391	9130	0	1
2014.09.15	20:00:00	1.29389	1.29448	1.29303	1.29409	4860	0	1
2014.09.16	00:00:00	1.29408	1.29602	1.29359	1.29533	6096	0	1
2014.09.16	04:00:00	1.29532	1.29537	1.29365	1.29370	6358	0	1
2014.09.16	08:00:00	1.29369	1.29555	1.29223	1.29496	12688	0	1
2014.09.16	12:00:00	1.29500	1.29668	1.29393	1.29465	12197	0	1
2014.09.16	16:00:00	1.29464	1.29951	1.29356	1.29703	14045	0	1
2014.09.16	20:00:00	1.29703	1.29715	1.29555	1.29574	3470	0	1
2014.09.17	00:00:00	1.29575	1.29594	1.29491	1.29526	3012	0	1
2014.09.17	04:00:00	1.29525	1.29569	1.29475	1.29485	2423	0	1
2014.09.17	08:00:00	1.29484	1.29666	1.29434	1.29596	7943	0	1
2014.09.17	12:00:00	1.29595	1.29814	1.29521	1.29662	9399	0	1
2014.09.17	16:00:00	1.29659	1.29697	1.29378	1.29599	9490	0	1
2014.09.17	20:00:00	1.29598	1.29777	1.28355	1.28449	21372	0	1
2014.09.18	00:00:00	1.28456	1.28647	1.28347	1.28639	5282	0	1
2014.09.18	04:00:00	1.28637	1.28734	1.28535	1.28674	4479	0	1
2014.09.18	08:00:00	1.28675	1.29080	1.28637	1.28722	12519	0	1
2014.09.18	12:00:00	1.28723	1.29024	1.28568	1.28912	12104	0	1
2014.09.18	16:00:00	1.28912	1.29288	1.28863	1.29140	10533	0	1
2014.09.18	20:00:00	1.29140	1.29303	1.29105	1.29160	4033	0	1
2014.09.19	00:00:00	1.29160	1.29213	1.28972	1.29108	8508	0	1
2014.09.19	04:00:00	1.29108	1.29289	1.29020	1.29024	7859	0	1
2014.09.19	08:00:00	1.29022	1.29095	1.28667	1.28812	11582	0	1
2014.09.19	12:00:00	1.28801	1.28817	1.28417	1.28531	12386	0	1
2014.09.19	16:00:00	1.28532	1.28566	1.28309	1.28428	10956	0	1
2014.09.19	20:00:00	1.28431	1.28437	1.28275	1.28284	2718	0	1
2014.09.22	00:00:00	1.28267	1.28518	1.28261	1.28513	27013	0	1
2014.09.22	04:00:00	1.28513	1.28679	1.28500	1.28651	23863	0	1
2014.09.22	08:00:00	1.28651	1.28668	1.28434	1.28542	23738	0	1
2014.09.22	12:00:00	1.28542	1.28566	1.28335	1.28399	9315	0	1
2014.09.22	16:00:00	1.28406	1.28499	1.28164	1.28305	9823	0	1
2014.09.22	20:00:00	1.28306	1.28513	1.28302	1.28464	3516	0	1
2014.09.23	00:00:00	1.28463	1.28637	1.28454	1.28528	2688	0	1
2014.09.23	04:00:00	1.28524	1.28576	1.28482	1.28500	2879	0	1
2014.09.23	08:00:00	1.28497	1.28952	1.28427	1.28906	11884	0	1
2014.09.23	12:00:00	1.28907	1.29012	1.28751	1.28798	11205	0	1
2014.09.23	16:00:00	1.28798	1.28849	1.28452	1.28532	10309	0	1
2014.09.23	20:00:00	1.28533	1.28601	1.28463	1.28486	3250	0	1
2014.09.24	00:00:00	1.28485	1.28554	1.28395	1.28532	3795	0	1
2014.09.24	04:00:00	1.28534	1.28580	1.28463	1.28477	3035	0	1
2014.09.24	08:00:00	1.28477	1.28637	1.28394	1.28491	9912	0	1
2014.09.24	12:00:00	1.28490	1.28509	1.27846	1.27873	12847	0	1
2014.09.24	16:00:00	1.27871	1.28012	1.27742	1.27837	10836	0	1
2014.09.24	20:00:00	1.27837	1.27862	1.27773	1.27780	3438	0	1
2014.09.25	00:00:00	1.27781	1.27834	1.27744	1.27821	3495	0	1
2014.09.25	04:00:00	1.27820	1.27823	1.27627	1.27657	4757	0	1
2014.09.25	08:00:00	1.27656	1.27687	1.26968	1.27309	16060	0	1
2014.09.25	12:00:00	1.27307	1.27388	1.27077	1.27326	13103	0	1
2014.09.25	16:00:00	1.27327	1.27647	1.27249	1.27449	14552	0	1
2014.09.25	20:00:00	1.27448	1.27580	1.27406	1.27515	4832	0	1
2014.09.26	00:00:00	1.27515	1.27607	1.27503	1.27513	3384	0	1
2014.09.26	04:00:00	1.27512	1.27543	1.27378	1.27422	5227	0	1
2014.09.26	08:00:00	1.27422	1.27568	1.27280	1.27462	10203	0	1
2014.09.26	12:00:00	1.27461	1.27483	1.26891	1.26965	14206	0	1
2014.09.26	16:00:00	1.26971	1.27036	1.26808	1.26851	10252	0	1
2014.09.26	20:00:00	1.26853	1.26862	1.26769	1.26825	3603	0	1
2014.09.29	00:00:00	1.26812	1.26877	1.26665	1.26812	4900	0	1
2014.09.29	04:00:00	1.26816	1.26827	1.26638	1.26686	4835	0	1
2014.09.29	08:00:00	1.26684	1.26978	1.26678	1.26778	11194	0	1
2014.09.29	12:00:00	1.26779	1.27149	1.26769	1.27036	12232	0	1
2014.09.29	16:00:00	1.27034	1.27122	1.26780	1.26867	10327	0	1
2014.09.29	20:00:00	1.26867	1.26930	1.26843	1.26887	3204	0	1
2014.09.30	00:00:00	1.26889	1.26915	1.26814	1.26848	3053	0	1
2014.09.30	04:00:00	1.26846	1.27023	1.26844	1.26874	4368	0	1
2014.09.30	08:00:00	1.26874	1.27024	1.25901	1.25976	16986	0	1
2014.09.30	12:00:00	1.25975	1.26266	1.25712	1.26084	17346	0	1
2014.09.30	16:00:00	1.26085	1.26347	1.26085	1.26274	12494	0	1
2014.09.30	20:00:00	1.26275	1.26345	1.26265	1.26307	3516	0	1
2014.10.01	00:00:00	1.26306	1.26324	1.26105	1.26149	4615	0	1
2014.10.01	04:00:00	1.26150	1.26241	1.26076	1.26223	6184	0	1
2014.10.01	08:00:00	1.26224	1.26306	1.25853	1.26125	11963	0	1
2014.10.01	12:00:00	1.26126	1.26187	1.25837	1.26151	14445	0	1
2014.10.01	16:00:00	1.26150	1.26397	1.25903	1.26084	15760	0	1
2014.10.01	20:00:00	1.26085	1.26256	1.26055	1.26185	4928	0	1
2014.10.02	00:00:00	1.26183	1.26297	1.26158	1.26227	4138	0	1
2014.10.02	04:00:00	1.26229	1.26745	1.26217	1.26453	9597	0	1
2014.10.02	08:00:00	1.26455	1.26505	1.26138	1.26372	14818	0	1
2014.10.02	12:00:00	1.26371	1.26918	1.26181	1.26564	20394	0	1
2014.10.02	16:00:00	1.26564	1.26818	1.26249	1.26778	16482	0	1
2014.10.02	20:00:00	1.26778	1.26988	1.26627	1.26696	5721	0	1
2014.10.03	00:00:00	1.26700	1.26719	1.26544	1.26573	4133	0	1
2014.10.03	04:00:00	1.26573	1.26607	1.26482	1.26494	3530	0	1
2014.10.03	08:00:00	1.26491	1.26523	1.26208	1.26213	9053	0	1
2014.10.03	12:00:00	1.26212	1.26255	1.25131	1.25212	19324	0	1
2014.10.03	16:00:00	1.25211	1.25235	1.25006	1.25145	13268	0	1
2014.10.03	20:00:00	1.25143	1.25175	1.25080	1.25145	2824	0	1
2014.10.06	00:00:00	1.25132	1.25209	1.25089	1.25159	3154	0	1
2014.10.06	04:00:00	1.25159	1.25232	1.25149	1.25193	2398	0	1
2014.10.06	08:00:00	1.25193	1.25494	1.25140	1.25436	9546	0	1
2014.10.06	12:00:00	1.25434	1.25696	1.25417	1.25577	10159	0	1
2014.10.06	16:00:00	1.25578	1.26068	1.25556	1.25964	13209	0	1
2014.10.06	20:00:00	1.25964	1.26750	1.25963	1.26534	11129	0	1
2014.10.07	00:00:00	1.26536	1.26573	1.26101	1.26174	6829	0	1
2014.10.07	04:00:00	1.26175	1.26349	1.26053	1.26185	8920	0	1
2014.10.07	08:00:00	1.26185	1.26647	1.25932	1.25966	17580	0	1
2014.10.07	12:00:00	1.25965	1.26558	1.25836	1.26410	17561	0	1
2014.10.07	16:00:00	1.26411	1.26615	1.26146	1.26428	15020	0	1
2014.10.07	20:00:00	1.26427	1.26820	1.26427	1.26646	8079	0	1
2014.10.08	00:00:00	1.26649	1.26832	1.26388	1.26492	6968	0	1
2014.10.08	04:00:00	1.26489	1.26511	1.26274	1.26313	5517	0	1
2014.10.08	08:00:00	1.26314	1.26845	1.26228	1.26569	13747	0	1
2014.10.08	12:00:00	1.26572	1.26800	1.26411	1.26719	15104	0	1
2014.10.08	16:00:00	1.26718	1.26914	1.26519	1.26568	15994	0	1
2014.10.08	20:00:00	1.26568	1.27489	1.26560	1.27304	16189	0	1
2014.10.09	00:00:00	1.27303	1.27549	1.27193	1.27344	9201	0	1
2014.10.09	04:00:00	1.27346	1.27598	1.27253	1.27390	8059	0	1
2014.10.09	08:00:00	1.27390	1.27914	1.27311	1.27608	17600	0	1
2014.10.09	12:00:00	1.27608	1.27847	1.27034	1.27241	19470	0	1
2014.10.09	16:00:00	1.27241	1.27326	1.26638	1.26840	22408	0	1
2014.10.09	20:00:00	1.26839	1.26941	1.26773	1.26895	5656	0	1
2014.10.10	00:00:00	1.26895	1.27161	1.26798	1.27061	6131	0	1
2014.10.10	04:00:00	1.27060	1.27097	1.26923	1.27063	4463	0	1
2014.10.10	08:00:00	1.27062	1.27084	1.26501	1.26690	16435	0	1
2014.10.10	12:00:00	1.26690	1.26754	1.26210	1.26347	19582	0	1
2014.10.10	16:00:00	1.26346	1.26455	1.26091	1.26260	16705	0	1
2014.10.10	20:00:00	1.26255	1.26294	1.26056	1.26272	5812	0	1
2014.10.13	00:00:00	1.26273	1.26888	1.26273	1.26881	8849	0	1
2014.10.13	04:00:00	1.26882	1.26976	1.26737	1.26781	7936	0	1
2014.10.13	08:00:00	1.26784	1.26874	1.26510	1.26808	17411	0	1
2014.10.13	12:00:00	1.26809	1.26996	1.26761	1.26857	16031	0	1
2014.10.13	16:00:00	1.26856	1.26957	1.26646	1.26771	15419	0	1
2014.10.13	20:00:00	1.26771	1.27681	1.26739	1.27412	11979	0	1
2014.10.14	00:00:00	1.27412	1.27489	1.27143	1.27285	8731	0	1
2014.10.14	04:00:00	1.27282	1.27302	1.27109	1.27125	6756	0	1
2014.10.14	08:00:00	1.27126	1.27222	1.26400	1.26474	22086	0	1
2014.10.14	12:00:00	1.26473	1.26655	1.26451	1.26573	19834	0	1
2014.10.14	16:00:00	1.26575	1.26792	1.26542	1.26565	15637	0	1
2014.10.14	20:00:00	1.26566	1.26635	1.26408	1.26580	8174	0	1
2014.10.15	00:00:00	1.26580	1.26580	1.26248	1.26381	8031	0	1
2014.10.15	04:00:00	1.26381	1.26480	1.26344	1.26403	5860	0	1
2014.10.15	08:00:00	1.26401	1.26694	1.26391	1.26457	18520	0	1
2014.10.15	12:00:00	1.26459	1.28868	1.26376	1.27754	29358	0	1
2014.10.15	16:00:00	1.27753	1.28149	1.27424	1.27827	34709	0	1
2014.10.15	20:00:00	1.27825	1.28443	1.27710	1.28156	16566	0	1
2014.10.16	00:00:00	1.28173	1.28450	1.28087	1.28313	11877	0	1
2014.10.16	04:00:00	1.28314	1.28336	1.28131	1.28142	7410	0	1
2014.10.16	08:00:00	1.28143	1.28240	1.27515	1.27517	27411	0	1
2014.10.16	12:00:00	1.27519	1.27776	1.27059	1.27456	32349	0	1
2014.10.16	16:00:00	1.27457	1.28398	1.27322	1.28086	26138	0	1
2014.10.16	20:00:00	1.28093	1.28106	1.27889	1.28040	8544	0	1
2014.10.17	00:00:00	1.28036	1.28152	1.27938	1.28043	7513	0	1
2014.10.17	04:00:00	1.28042	1.28097	1.27938	1.28065	5740	0	1
2014.10.17	08:00:00	1.28066	1.28368	1.27808	1.28113	17942	0	1
2014.10.17	12:00:00	1.28108	1.28358	1.27538	1.27580	15227	0	1
2014.10.17	16:00:00	1.27581	1.27790	1.27435	1.27758	16180	0	1
2014.10.17	20:00:00	1.27762	1.27772	1.27557	1.27591	5038	0	8
2014.10.20	00:00:00	1.27552	1.27691	1.27360	1.27617	7825	0	8
2014.10.20	04:00:00	1.27617	1.27689	1.27511	1.27557	5785	0	8
2014.10.20	08:00:00	1.27555	1.27780	1.27308	1.27692	17452	0	8
2014.10.20	12:00:00	1.27691	1.27890	1.27548	1.27680	17702	0	8
2014.10.20	16:00:00	1.27681	1.28061	1.27613	1.27952	16157	0	8
2014.10.20	20:00:00	1.27951	1.28164	1.27921	1.27942	5491	0	8
2014.10.21	00:00:00	1.27941	1.28014	1.27878	1.27912	5908	0	8
2014.10.21	04:00:00	1.27919	1.28242	1.27904	1.28187	8545	0	8
2014.10.21	08:00:00	1.28185	1.28397	1.27607	1.27636	20530	0	8
2014.10.21	12:00:00	1.27634	1.27836	1.27332	1.27386	23043	0	8
2014.10.21	16:00:00	1.27390	1.27422	1.27158	1.27357	17132	0	8
2014.10.21	20:00:00	1.27359	1.27359	1.27107	1.27112	5639	0	8
2014.10.22	00:00:00	1.27113	1.27256	1.27060	1.27237	5990	0	8
2014.10.22	04:00:00	1.27237	1.27303	1.27177	1.27250	6014	0	8
2014.10.22	08:00:00	1.27248	1.27391	1.26806	1.26889	19434	0	8
2014.10.22	12:00:00	1.26889	1.27275	1.26587	1.26661	20279	0	8
2014.10.22	16:00:00	1.26664	1.26688	1.26466	1.26546	17475	0	8
2014.10.22	20:00:00	1.26549	1.26556	1.26367	1.26441	7003	0	8
2014.10.23	00:00:00	1.26444	1.26496	1.26330	1.26339	6110	0	8
2014.10.23	04:00:00	1.26339	1.26472	1.26324	1.26459	5117	0	8
2014.10.23	08:00:00	1.26458	1.26703	1.26134	1.26591	21624	0	8
2014.10.23	12:00:00	1.26591	1.26762	1.26438	1.26500	17470	0	3
2014.10.23	16:00:00	1.26500	1.26619	1.26302	1.26470	14686	0	8
2014.10.23	20:00:00	1.26472	1.26631	1.26370	1.26447	6110	0	8
2014.10.24	00:00:00	1.26447	1.26610	1.26446	1.26581	6268	0	8
2014.10.24	04:00:00	1.26579	1.26583	1.26497	1.26540	4607	0	8
2014.10.24	08:00:00	1.26542	1.26644	1.26344	1.26444	16139	0	8
2014.10.24	12:00:00	1.26449	1.26905	1.26422	1.26839	18574	0	8
2014.10.24	16:00:00	1.26833	1.26953	1.26592	1.26725	15555	0	3
2014.10.24	20:00:00	1.26725	1.26740	1.26632	1.26681	4178	0	7
2014.10.27	00:00:00	1.26751	1.27124	1.26719	1.27064	13905	0	5
2014.10.27	04:00:00	1.27061	1.27090	1.26935	1.26946	8260	0	7
2014.10.27	08:00:00	1.26944	1.27060	1.26676	1.26678	15875	0	8
2014.10.27	12:00:00	1.26679	1.27231	1.26653	1.27078	19046	0	8
2014.10.27	16:00:00	1.27078	1.27183	1.27025	1.27085	11072	0	8
2014.10.27	20:00:00	1.27081	1.27087	1.26942	1.26947	3530	0	8
2014.10.28	00:00:00	1.26947	1.27128	1.26944	1.27083	5917	0	17
2014.10.28	04:00:00	1.27083	1.27143	1.26967	1.27032	5356	0	1
2014.10.28	08:00:00	1.27031	1.27194	1.26848	1.26977	14031	0	1
2014.10.28	12:00:00	1.26977	1.27644	1.26939	1.27475	22804	0	1
2014.10.28	16:00:00	1.27475	1.27527	1.27348	1.27359	11991	0	8
2014.10.28	20:00:00	1.27359	1.27387	1.27309	1.27355	4448	0	8
2014.10.29	00:00:00	1.27355	1.27389	1.27277	1.27367	4442	0	8
2014.10.29	04:00:00	1.27366	1.27469	1.27330	1.27375	4265	0	8
2014.10.29	08:00:00	1.27370	1.27458	1.27232	1.27392	15412	0	8
2014.10.29	12:00:00	1.27391	1.27691	1.27288	1.27582	16990	0	8
2014.10.29	16:00:00	1.27583	1.27701	1.26325	1.26453	21589	0	8
2014.10.29	20:00:00	1.26454	1.26527	1.26261	1.26377	8986	0	8
2014.10.30	00:00:00	1.26376	1.26388	1.26158	1.26243	7883	0	8
2014.10.30	04:00:00	1.26242	1.26251	1.25861	1.25977	9666	0	8
2014.10.30	08:00:00	1.25977	1.26026	1.25549	1.25869	24922	0	8
2014.10.30	12:00:00	1.25870	1.26257	1.25469	1.26225	25129	0	3
2014.10.30	16:00:00	1.26223	1.26318	1.26060	1.26118	15807	0	8
2014.10.30	20:00:00	1.26115	1.26169	1.26029	1.26047	5017	0	8
2014.10.31	00:00:00	1.26047	1.26135	1.25949	1.26002	7115	0	8
2014.10.31	04:00:00	1.26002	1.26028	1.25590	1.25631	15317	0	8
2014.10.31	08:00:00	1.25638	1.25874	1.25404	1.25768	27073	0	8
2014.10.31	12:00:00	1.25768	1.25910	1.24851	1.25064	31513	0	8
2014.10.31	16:00:00	1.25063	1.25438	1.24895	1.25264	18159	0	8
2014.10.31	20:00:00	1.25262	1.25365	1.25202	1.25231	3715	0	8
2014.11.03	00:00:00	1.25085	1.25110	1.24385	1.24801	14274	0	8
2014.11.03	04:00:00	1.24805	1.24986	1.24764	1.24933	7370	0	8
2014.11.03	08:00:00	1.24933	1.25091	1.24833	1.25003	21161	0	8
2014.11.03	12:00:00	1.25001	1.25093	1.24849	1.24933	20713	0	8
2014.11.03	16:00:00	1.24934	1.25058	1.24703	1.24812	20987	0	8
2014.11.03	20:00:00	1.24813	1.24969	1.24782	1.24903	9065	0	8
2014.11.04	00:00:00	1.24901	1.25085	1.24870	1.25066	9637	0	8
2014.11.04	04:00:00	1.25065	1.25308	1.25064	1.25159	11100	0	8
2014.11.04	08:00:00	1.25157	1.25290	1.25001	1.25234	20180	0	8
2014.11.04	12:00:00	1.25234	1.25253	1.25045	1.25098	18116	0	7
2014.11.04	16:00:00	1.25097	1.25772	1.25094	1.25521	22052	0	8
2014.11.04	20:00:00	1.25521	1.25573	1.25414	1.25521	6299	0	8
2014.11.05	00:00:00	1.25520	1.25633	1.25461	1.25558	8753	0	8
2014.11.05	04:00:00	1.25558	1.25665	1.25276	1.25329	12293	0	8
2014.11.05	08:00:00	1.25329	1.25366	1.24744	1.24873	24663	0	2
2014.11.05	12:00:00	1.24873	1.25067	1.24662	1.24741	26624	0	8
2014.11.05	16:00:00	1.24741	1.24966	1.24568	1.24797	22634	0	5
